1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.727737	627.201626	0.010930	836.8
1	-1.038079	623.504937	0.011927	5.0
2	-1.115097	619.865785	0.019618	4.3
3	-0.805400	616.282728	0.020764	4.1
4	-0.000000	612.754375	0.000000	5.1
5	-0.378635	609.279381	0.010742	4.5
6	-0.732138	605.856447	0.009506	4.8
7	-0.000000	602.484317	0.000000	4.6
8	-0.000000	599.161779	0.000000	4.3
9	-0.693258	595.887656	0.020837	5.0
10	-0.000000	592.660813	0.000000	5.1
11	-0.595942	589.480151	0.007238	4.7
12	-0.725610	586.344606	0.018463	5.7
13	-0.257510	583.253145	0.004330	4.7
14	-0.000000	580.204771	0.000000	4.6
15	-0.755106	577.198517	0.016675	4.1
16	-0.953326	574.233444	0.030219	5.1
17	-0.974960	571.308645	0.027017	4.9
18	-0.914170	568.423237	0.028416	4.5
19	-0.405923	565.576365	0.016533	5.3
20	-0.000000	562.767201	0.000000	4.4
21	-0.899732	559.994938	0.011045	4.1
22	-0.488293	557.258797	0.008543	5.2
23	-0.041743	554.558018	0.000858	4.7
24	-1.057165	551.891865	0.016265	4.4
25	-0.875591	549.259621	0.023579	5.2
26	-0.665735	546.660592	0.040376	4.8
27	-0.638290	544.094102	0.013155	4.6
28	-0.542032	541.559494	0.006294	5.3
29	-0.373235	539.056129	0.008465	5.4
30	-0.000000	536.583387	0.000000	5.0
31	-0.646296	534.140663	0.010873	5.2
32	-0.000000	531.727370	0.000000	4.6
33	-0.101787	529.342935	0.003734	4.7
34	-1.015415	526.986802	0.013034	5.1
35	-0.256300	524.658430	0.003890	4.8
36	-0.222115	522.357290	0.002558	4.8
37	-0.000000	520.082868	0.000000	5.5
38	-0.009936	517.834665	0.000937	5.4
39	-0.882645	515.612193	0.029372	5.2
40	-0.717284	513.414976	0.017404	4.9
41	-0.299748	511.242551	0.010916	5.7
42	-1.019180	509.094468	0.011485	5.8
43	-0.732812	506.970285	0.017753	5.3
44	-0.000000	504.869574	0.000000	5.2
45	-0.472892	502.791916	0.013133	5.3
46	-0.292595	500.736903	0.002893	5.2
47	-0.895329	498.704137	0.035294	4.9
48	-0.154668	496.693228	0.004989	4.9
49	-0.000000	494.703798	0.000000	5.2
50	-0.000000	492.735476	0.000000	5.0
51	-0.000000	490.787900	0.000000	4.9
52	-0.500579	488.860718	0.029832	4.9
53	-0.315197	486.953585	0.010142	5.6
54	-0.891485	485.066164	0.009702	5.3
55	-0.225315	483.198126	0.003046	4.9
56	-0.931957	481.349149	0.012253	5.4
57	-0.217456	479.518920	0.004010	5.0
58	-0.695413	477.707132	0.027085	4.9
59	-0.496573	475.913485	0.006794	5.6
60	-1.068172	474.137684	0.016694	5.1
61	-0.627975	472.379445	0.012748	5.1
62	-0.000000	470.638485	0.000000	5.4
63	-0.277478	468.914531	0.006235	5.0
64	-0.596436	467.207315	0.007712	4.9
65	-0.931379	465.516573	0.027804	6.0
66	-0.000000	463.842050	0.000000	5.3
67	-0.896351	462.183494	0.009874	5.6
68	-0.742170	460.540658	0.010268	5.6
69	-0.562976	458.913303	0.013418	5.5
70	-0.520093	457.301192	0.005016	5.0
71	-0.284230	455.704096	0.004895	5.2
72	-0.000000	454.121787	0.000000	4.9
73	-1.092128	452.554045	0.012617	5.6
74	-0.659463	451.000653	0.008459	5.2
75	-0.795487	449.461399	0.012889	4.6
76	-0.000000	447.936075	0.000000	5.3
77	-0.844622	446.424477	0.022227	5.7
78	-0.020860	444.926406	0.001218	5.5
79	-0.571844	443.441666	0.008195	6.0
80	-0.772607	441.970065	0.009367	5.7
81	-0.627592	440.511415	0.017273	5.1
82	-0.501102	439.065533	0.033976	5.9
83	-0.463361	437.632238	0.011683	5.6
84	-0.477812	436.211351	0.004671	6.3
85	-0.000001	434.802701	0.000000	5.8
86	-0.788924	433.406117	0.010926	5.1
87	-0.085378	432.021430	0.003690	5.0
88	-0.001219	430.648479	0.000696	5.6
89	-0.000000	429.287101	0.000000	5.7
90	-0.914087	427.937140	0.008697	5.9
91	-0.185180	426.598440	0.005963	5.5
92	-0.491826	425.270849	0.017786	6.0
93	-0.103782	423.954220	0.002109	6.2
94	-0.673442	422.648404	0.009872	5.3
95	-0.062499	421.353259	0.002209	5.2
96	-0.052791	420.068643	0.002743	6.1
97	-0.029533	418.794419	0.000966	5.3
98	-0.000000	417.530451	0.000000	5.3
99	-0.512377	416.276604	0.008047	5.7
100	-0.880105	415.032748	0.014993	5.7
101	-0.993128	413.798754	0.019120	5.8
102	-0.000000	412.574495	0.000000	5.4
103	-0.654391	411.359849	0.019715	4.7
104	-1.017120	410.154691	0.025985	6.3
105	-0.554577	408.958904	0.009308	7.4
106	-0.562077	407.772368	0.008321	8.3
107	-0.585080	406.594968	0.008845	6.9
108	-0.882777	405.426590	0.009857	9.2
109	-0.000000	404.267122	0.000000	6.7
110	-0.547726	403.116456	0.007704	6.3
111	-1.099466	401.974481	0.011821	6.0
112	-0.000000	400.841093	0.000000	6.0
113	-0.986605	399.716187	0.014892	6.0
114	-0.069859	398.599660	0.001751	6.0
115	-0.000000	397.491411	0.000000	5.9
116	-0.000000	396.391342	0.000000	6.1
117	-0.224296	395.299353	0.005945	6.1
