1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.099246	627.201626	0.003670	831.0
1	-0.601046	623.504937	0.013676	4.0
2	-0.000000	619.865785	0.000000	3.8
3	-0.551980	616.282728	0.013869	4.2
4	-0.000000	612.754375	0.000000	4.1
5	-0.020652	609.279381	0.001177	4.5
6	-0.958130	605.856447	0.014684	4.5
7	-0.929083	602.484317	0.011151	4.4
8	-0.286318	599.161779	0.001414	4.0
9	0.000000	595.887656	0.000000	4.6
10	-0.558115	592.660813	0.007018	4.1
11	-0.004969	589.480151	0.000854	4.1
12	-0.729600	586.344606	0.015955	4.4
13	-0.752545	583.253145	0.016495	4.8
14	-0.585468	580.204771	0.007457	3.9
15	-0.000000	577.198517	0.000000	4.8
16	-0.657222	574.233444	0.032922	4.1
17	-0.723974	571.308645	0.016133	4.1
18	-0.000010	568.423237	0.000005	3.9
19	-0.874892	565.576365	0.022075	4.7
20	-0.039830	562.767201	0.003326	4.1
21	-0.003812	559.994938	0.000371	4.0
22	-0.936014	557.258797	0.033002	4.2
23	-0.971713	554.558018	0.013561	4.7
24	-0.674593	551.891865	0.009722	4.2
25	-0.845588	549.259621	0.013590	4.2
26	-0.493359	546.660592	0.009164	4.6
27	-0.710071	544.094102	0.012075	4.1
28	-0.047823	541.559494	0.000673	4.5
29	-0.000279	539.056129	0.000096	4.4
30	-1.046272	536.583387	0.017945	4.9
31	-0.598654	534.140663	0.022027	4.5
32	-0.285468	531.727370	0.001493	4.6
33	-0.991112	529.342935	0.026716	4.9
34	-1.217143	526.986802	0.040197	4.6
35	-1.032217	524.658430	0.019773	5.6
36	-0.644498	522.357290	0.008425	4.7
37	-0.601590	520.082868	0.037329	4.4
38	-0.930254	517.834665	0.021515	5.0
39	-0.000000	515.612193	0.000000	5.0
40	-0.816640	513.414976	0.016678	4.6
41	-0.705656	511.242551	0.019275	5.0
42	-0.957161	509.094468	0.031805	4.3
43	-0.639840	506.970285	0.033322	5.1
44	-0.113954	504.869574	0.002900	4.4
45	-0.927762	502.791916	0.016313	4.5
46	-0.078066	500.736903	0.001941	4.8
47	-0.943848	498.704137	0.013579	5.3
48	-0.566604	496.693228	0.013780	5.0
49	-0.674019	494.703798	0.003360	4.7
50	-0.000000	492.735476	0.000000	5.3
51	-0.775560	490.787900	0.009248	5.2
52	-0.745372	488.860718	0.039400	5.1
53	-1.213401	486.953585	0.017550	5.4
54	-0.517279	485.066164	0.009197	4.5
55	-0.575353	483.198126	0.012738	4.6
56	-0.951907	481.349149	0.013998	6.2
57	-0.610248	479.518920	0.011624	5.1
58	-0.315513	477.707132	0.003071	5.1
59	-0.939752	475.913485	0.006693	4.8
60	-0.000284	474.137684	0.000089	4.7
61	-1.071809	472.379445	0.027606	4.6
62	-0.000000	470.638485	0.000000	5.0
63	-0.863547	468.914531	0.016842	5.1
64	-1.281331	467.207315	0.029110	5.3
65	-0.536379	465.516573	0.017463	4.8
66	-0.000000	463.842050	0.000000	4.2
67	-0.615562	462.183494	0.006915	4.8
68	-0.998995	460.540658	0.045403	5.2
69	-0.000034	458.913303	0.000011	4.3
70	-1.147335	457.301192	0.022639	5.2
