1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.820331	627.201626	0.008589	705.0
1	-0.951904	623.504937	0.008863	6.0
2	-0.000000	619.865785	0.000000	5.4
3	-0.000000	616.282728	0.000000	7.3
4	-0.026810	612.754375	0.000545	5.7
5	-0.616748	609.279381	0.007646	6.2
6	-0.784266	605.856447	0.008423	6.5
7	-0.107861	602.484317	0.002386	6.0
8	-0.783941	599.161779	0.015264	6.5
9	-0.432158	595.887656	0.006845	6.5
10	-0.435918	592.660813	0.012056	6.1
11	-0.103992	589.480151	0.002036	6.1
12	-0.609158	586.344606	0.011114	6.1
13	-0.000000	583.253145	0.000000	6.4
14	-0.000000	580.204771	0.000000	6.4
15	-0.819529	577.198517	0.006059	5.9
16	-1.104496	574.233444	0.009428	7.5
17	-0.471548	571.308645	0.006346	5.9
18	-0.428917	568.423237	0.006268	7.9
19	-0.003661	565.576365	0.001362	6.0
20	-0.000002	562.767201	0.000002	5.8
21	-0.000000	559.994938	0.000000	7.3
22	-0.551027	557.258797	0.007360	6.0
23	-0.803041	554.558018	0.009054	7.8
24	-0.737861	551.891865	0.008475	6.2
25	-0.554343	549.259621	0.007378	7.2
26	-0.991751	546.660592	0.007259	6.1
27	-0.591571	544.094102	0.005773	6.4
28	-0.721215	541.559494	0.006644	6.7
29	-0.435949	539.056129	0.009909	5.9
30	-1.096623	536.583387	0.013633	7.7
31	-0.450207	534.140663	0.006716	6.1
32	-0.935624	531.727370	0.009191	6.7
33	-0.561062	529.342935	0.007794	7.0
34	-0.777790	526.986802	0.007645	6.6
35	-0.822648	524.658430	0.015110	7.3
36	-0.000000	522.357290	0.000000	6.5
37	-0.778535	520.082868	0.010872	7.4
38	-1.078658	517.834665	0.010118	6.6
39	-0.935975	515.612193	0.007533	6.5
40	-0.193812	513.414976	0.007108	6.6
41	-0.681826	511.242551	0.008572	6.2
42	-0.437226	509.094468	0.005118	7.3
43	-0.000000	506.970285	0.000000	6.4
44	-0.857040	504.869574	0.006454	6.9
45	-0.926760	502.791916	0.009217	7.6
46	-0.211902	500.736903	0.005355	6.3
47	-0.000000	498.704137	0.000000	6.7
48	-0.962201	496.693228	0.013178	6.5
49	-0.962081	494.703798	0.010464	8.0
50	-0.107913	492.735476	0.003192	6.1
51	-0.963807	490.787900	0.010061	7.7
52	-0.969534	488.860718	0.007405	6.3
53	-0.227182	486.953585	0.004807	6.3
54	-0.478350	485.066164	0.006570	6.9
55	-0.000000	483.198126	0.000000	6.2
56	-0.953130	481.349149	0.009750	8.5
57	-0.573663	479.518920	0.008677	6.8
58	-0.268269	477.707132	0.007388	8.9
59	-0.702859	475.913485	0.007933	6.6
60	-0.423154	474.137684	0.007873	8.4
61	-0.000000	472.379445	0.000000	6.3
62	-0.887208	470.638485	0.008540	7.6
63	-0.742526	468.914531	0.006629	6.4
64	-0.006474	467.207315	0.000082	6.7
65	-0.418783	465.516573	0.005518	7.0
66	-0.087441	463.842050	0.004538	6.7
67	-0.652535	462.183494	0.011674	7.4
68	-0.467001	460.540658	0.006095	6.8
69	-0.257876	458.913303	0.005153	7.3
70	-0.799869	457.301192	0.009299	6.7
71	-0.000000	455.704096	0.000000	6.3
72	-0.238694	454.121787	0.004799	7.0
73	-0.838115	452.554045	0.006834	6.3
74	-0.307201	451.000653	0.004827	7.4
75	-0.000000	449.461399	0.000000	6.3
76	-0.567300	447.936075	0.007514	7.9
77	-0.000000	446.424477	0.000000	6.2
78	-0.000000	444.926406	0.000000	7.8
79	-0.000000	443.441666	0.000000	6.7
80	-0.479569	441.970065	0.008118	7.8
81	-0.803456	440.511415	0.008728	6.4
82	-0.688201	439.065533	0.007369	7.8
83	-0.504850	437.632238	0.006696	6.5
84	-0.827207	436.211351	0.008506	7.6
85	-0.722916	434.802701	0.012364	6.5
86	-0.000000	433.406117	0.000000	6.3
87	-0.144273	432.021430	0.002552	6.7
88	-0.000000	430.648479	0.000000	6.3
89	-0.205756	429.287101	0.003872	8.9
90	-0.703279	427.937140	0.009700	7.2
91	-0.477568	426.598440	0.010135	8.3
92	-0.896317	425.270849	0.005377	6.8
93	-0.998614	423.954220	0.027182	8.0
94	-0.226015	422.648404	0.005876	6.8
95	-0.013520	421.353259	0.000302	7.0
96	-0.976074	420.068643	0.007853	6.7
97	-0.619205	418.794419	0.006694	7.3
98	-0.330699	417.530451	0.006751	6.6
99	-0.515613	416.276604	0.006491	6.6
100	-0.385994	415.032748	0.009599	7.4
101	-0.717463	413.798754	0.012493	6.6
102	-0.220253	412.574495	0.005317	7.5
103	-0.907633	411.359849	0.005837	6.8
104	-0.000000	410.154691	0.000000	6.7
105	-0.825943	408.958904	0.009513	6.8
106	-0.629968	407.772368	0.006671	6.3
107	-0.359087	406.594968	0.003400	7.1
108	-0.834544	405.426590	0.006827	6.7
109	-0.437220	404.267122	0.007498	7.8
110	-0.405278	403.116456	0.006509	6.5
111	-0.864574	401.974481	0.008726	6.4
