1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.039307	627.201626	0.002353	594.5
1	-1.332923	623.504937	0.009441	3.7
2	-0.000023	619.865785	0.000004	4.6
3	-0.878769	616.282728	0.008306	4.5
4	-1.090354	612.754375	0.015625	3.4
5	-1.583615	609.279381	0.010609	4.0
6	-0.671829	605.856447	0.016683	3.6
7	-0.012663	602.484317	0.001132	3.4
8	-1.253284	599.161779	0.004601	3.4
9	-0.109303	595.887656	0.002762	3.9
10	-1.167615	592.660813	0.010013	3.6
11	-0.919476	589.480151	0.011412	3.5
12	-1.584588	586.344606	0.009858	3.4
13	-1.391797	583.253145	0.012681	3.8
14	-0.574067	580.204771	0.002244	3.8
15	-0.888551	577.198517	0.011155	3.4
16	-1.310702	574.233444	0.006448	3.7
17	-0.097380	571.308645	0.001776	3.9
18	-0.647428	568.423237	0.009879	3.4
19	-0.972290	565.576365	0.005161	3.3
20	-0.981317	562.767201	0.009884	3.6
21	-0.683982	559.994938	0.015519	3.3
22	-0.855590	557.258797	0.008056	3.7
23	-0.000000	554.558018	0.000000	3.3
24	-0.000105	551.891865	0.000017	3.6
25	-0.978940	549.259621	0.013934	3.6
26	-0.304595	546.660592	0.009482	3.7
27	-0.702799	544.094102	0.003853	3.4
28	-0.000000	541.559494	0.000000	3.5
29	-0.076273	539.056129	0.000979	3.4
30	-1.408127	536.583387	0.016929	3.7
31	-1.417966	534.140663	0.008499	3.7
32	-0.963167	531.727370	0.011555	3.3
33	-0.461562	529.342935	0.004057	3.4
34	-0.000001	526.986802	0.000000	3.5
35	-0.812648	524.658430	0.006173	3.8
36	-0.012468	522.357290	0.001132	3.5
37	-1.139457	520.082868	0.012699	3.3
38	-0.712334	517.834665	0.015307	3.3
39	-1.247385	515.612193	0.020007	3.8
40	-1.388867	513.414976	0.016048	3.4
41	-1.091771	511.242551	0.017154	3.7
42	-0.741681	509.094468	0.009243	3.5
43	-1.318257	506.970285	0.012250	3.9
44	-0.970110	504.869574	0.018238	3.7
45	-0.000000	502.791916	0.000000	3.7
46	-0.096673	500.736903	0.001441	3.4
47	-0.615698	498.704137	0.011234	3.5
48	-0.000038	496.693228	0.000009	3.8
49	-1.440586	494.703798	0.012097	3.8
50	-0.886751	492.735476	0.006550	3.5
51	-0.000000	490.787900	0.000000	3.6
52	-1.118332	488.860718	0.009370	3.8
53	-0.839234	486.953585	0.014135	3.9
54	-1.261331	485.066164	0.018477	3.5
55	-0.012825	483.198126	0.001419	3.4
56	-1.651483	481.349149	0.004913	3.9
57	-1.286686	479.518920	0.011499	4.3
58	-0.147933	477.707132	0.002003	5.4
59	-0.776966	475.913485	0.004688	3.8
60	-0.054030	474.137684	0.002165	4.7
61	-1.337222	472.379445	0.011507	4.0
62	-0.155338	470.638485	0.003749	3.8
63	-1.532063	468.914531	0.011544	3.6
64	-1.081940	467.207315	0.011480	3.5
65	0.000000	465.516573	0.000000	3.5
66	-1.618953	463.842050	0.007341	3.6
67	-0.928464	462.183494	0.007921	3.9
68	-0.691460	460.540658	0.012331	4.0
69	-1.245892	458.913303	0.012327	3.4
70	-0.584172	457.301192	0.006842	3.7
71	-0.878716	455.704096	0.008898	3.7
72	-1.206786	454.121787	0.027082	3.9
73	-1.022225	452.554045	0.011303	3.4
74	-0.317982	451.000653	0.003355	3.5
75	-1.272225	449.461399	0.012707	3.9
76	-1.353722	447.936075	0.015436	3.7
77	-0.379151	446.424477	0.012937	3.6
78	-0.468356	444.926406	0.004021	3.5
79	-0.416489	443.441666	0.005817	3.9
80	-0.000000	441.970065	0.000000	3.4
81	-0.000000	440.511415	0.000000	3.8
82	-1.646213	439.065533	0.012563	3.5
83	-1.024134	437.632238	0.011233	4.0
84	-1.187321	436.211351	0.010387	3.5
85	-0.000000	434.802701	0.000000	3.8
86	-0.624113	433.406117	0.010152	3.6
87	-0.942967	432.021430	0.011825	3.7
88	-0.983744	430.648479	0.008154	3.7
89	-0.000005	429.287101	0.000001	3.9
90	-0.547815	427.937140	0.013758	4.1
91	-0.101676	426.598440	0.003687	4.0
92	-1.419441	425.270849	0.010303	4.0
93	-0.029729	423.954220	0.001620	4.2
94	-0.406499	422.648404	0.015558	3.7
95	-1.072790	421.353259	0.007048	3.4
96	-0.492702	420.068643	0.004185	4.2
97	-0.473419	418.794419	0.007474	4.4
98	-1.281365	417.530451	0.011241	4.3
99	-0.524047	416.276604	0.005576	3.8
100	-0.956993	415.032748	0.004362	3.6
101	-1.100444	413.798754	0.010996	4.3
102	-1.046018	412.574495	0.012921	3.5
103	-1.183562	411.359849	0.011670	4.2
104	-0.006353	410.154691	0.000082	4.0
105	-1.065712	408.958904	0.017221	5.4
106	-1.060542	407.772368	0.012468	4.0
107	-1.169607	406.594968	0.008793	4.2
108	-1.364851	405.426590	0.006018	5.6
109	-1.216718	404.267122	0.019222	4.2
110	-1.295915	403.116456	0.007257	4.7
111	-1.275008	401.974481	0.012060	4.8
112	-0.259934	400.841093	0.005549	3.6
113	-0.275895	399.716187	0.002416	3.7
114	-1.315985	398.599660	0.010214	3.8
115	-0.640382	397.491411	0.005575	4.2
116	-0.000000	396.391342	0.000000	4.4
117	-1.132170	395.299353	0.010620	3.5
118	-0.638214	394.215350	0.006907	4.1
119	-0.101566	393.139238	0.003615	4.4
120	-0.228184	392.070924	0.002510	4.5
121	-0.359326	391.010316	0.003672	4.0
122	-1.299818	389.957325	0.014470	4.2
123	-0.795535	388.911862	0.007849	4.0
124	-0.003374	387.873839	0.000352	4.3
125	-1.525467	386.843173	0.010041	4.2
126	-1.471497	385.819777	0.015224	4.8
127	-0.000000	384.803569	0.000000	3.5
128	-0.523682	383.794468	0.003532	3.6
129	-0.000003	382.792393	0.000001	3.8
130	-0.451058	381.797264	0.006115	4.0
131	-0.304275	380.809005	0.003615	3.7
132	-0.000000	379.827537	0.000000	3.5
133	-0.996299	378.852786	0.003496	4.1
134	-0.287878	377.884678	0.005274	4.0
135	-0.533592	376.923138	0.007591	3.7
136	-1.079757	375.968095	0.019872	3.9
137	-0.357083	375.019479	0.002945	3.5
138	-0.614091	374.077218	0.009837	4.0
139	-1.119284	373.141244	0.007729	3.6
140	-0.399649	372.211489	0.004875	3.9
141	-1.060067	371.287887	0.020569	3.5
142	-0.741438	370.370370	0.007955	3.5
143	-0.907391	369.458876	0.017832	3.9
144	-1.295402	368.553338	0.006756	4.1
145	-0.001767	367.653696	0.000230	3.9
146	-1.272258	366.759885	0.004799	3.5
147	-0.001204	365.871846	0.000174	4.0
148	-0.018464	364.989518	0.001074	3.8
149	-1.120989	364.112841	0.011279	4.1
150	-1.448908	363.241757	0.010685	3.9
151	-0.692471	362.376208	0.006169	4.6
152	-1.198562	361.516137	0.009041	4.0
153	-0.000000	360.661488	0.000000	3.8
154	-0.836583	359.812206	0.020081	4.4
155	-0.013271	358.968236	0.000498	3.9
156	-0.984093	358.129524	0.027247	3.7
157	-0.612016	357.296018	0.006999	3.9
158	-0.000000	356.467665	0.000000	4.4
159	-1.472226	355.644414	0.016756	4.4
160	-1.279685	354.826213	0.007082	3.8
161	-1.503487	354.013012	0.005524	4.2
162	-0.644904	353.204763	0.007454	4.2
163	-0.128366	352.401415	0.003759	3.7
164	-0.846359	351.602922	0.011293	3.6
165	-0.129779	350.809235	0.003046	4.1
166	-1.264805	350.020308	0.013523	4.3
167	-0.823037	349.236095	0.004353	3.7
168	-0.000000	348.456550	0.000000	4.0
169	-0.185246	347.681627	0.005130	3.9
170	-1.317081	346.911283	0.011541	4.2
171	-0.000000	346.145474	0.000000	3.9
172	-1.301158	345.384157	0.023083	4.5
173	-0.558365	344.627288	0.009242	4.1
174	-1.164996	343.874826	0.020219	4.1
175	-1.325565	343.126729	0.019597	4.1
176	-0.000003	342.382957	0.000001	3.9
177	-0.566075	341.643469	0.010067	4.6
178	-1.341312	340.908224	0.011248	3.8
179	-0.435083	340.177184	0.003492	3.7
180	-1.220903	339.450309	0.013993	3.5
181	-1.493295	338.727561	0.016226	4.5
182	-0.736559	338.008902	0.007835	4.1
183	-0.004989	337.294295	0.000538	3.8
184	-0.806735	336.583703	0.013061	3.8
185	-0.295549	335.877089	0.004023	3.8
186	-0.261419	335.174416	0.003426	4.3
