1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.717802	627.201626	0.016441	639.4
1	-0.989031	623.504937	0.024536	3.6
2	-0.863589	619.865785	0.024855	3.6
3	-0.570220	616.282728	0.051145	3.5
4	-0.000000	612.754375	0.000000	3.9
5	-0.325113	609.279381	0.005394	3.7
6	-0.659186	605.856447	0.015184	3.9
7	-0.000000	602.484317	0.000000	3.5
8	-0.000000	599.161779	0.000000	3.5
9	-0.626350	595.887656	0.020354	3.9
10	-0.000000	592.660813	0.000000	4.0
11	-0.417130	589.480151	0.010874	3.7
12	-0.771514	586.344606	0.010788	3.7
13	-0.239456	583.253145	0.003536	4.3
14	-0.000000	580.204771	0.000000	4.4
15	-0.671096	577.198517	0.022149	4.0
16	-0.702894	574.233444	0.022378	4.6
17	-0.810307	571.308645	0.020169	4.9
18	-0.785338	568.423237	0.025384	4.1
19	-0.418217	565.576365	0.014163	5.0
20	-0.000000	562.767201	0.000000	4.8
21	-0.915960	559.994938	0.012021	3.7
22	-0.518571	557.258797	0.008524	3.7
23	-0.037097	554.558018	0.001972	5.0
24	-1.044650	551.891865	0.015888	4.4
25	-0.901220	549.259621	0.019765	4.4
26	-0.649389	546.660592	0.024287	4.8
27	-0.640108	544.094102	0.020531	4.4
28	-0.505711	541.559494	0.004893	3.8
29	-0.354464	539.056129	0.011389	4.6
30	-0.000000	536.583387	0.000000	4.0
31	-0.631375	534.140663	0.012647	4.2
32	-0.000000	531.727370	0.000000	4.6
33	-0.091288	529.342935	0.003760	4.7
34	-0.974132	526.986802	0.009975	4.6
35	-0.261505	524.658430	0.007075	4.0
36	-0.226447	522.357290	0.002004	5.0
37	-0.000000	520.082868	0.000000	4.6
38	-0.011256	517.834665	0.000801	4.8
39	-0.893649	515.612193	0.012597	3.9
40	-0.750775	513.414976	0.012805	5.2
41	-0.288056	511.242551	0.008969	4.0
42	-0.979945	509.094468	0.031569	4.6
43	-0.817646	506.970285	0.031543	4.6
44	-0.000000	504.869574	0.000000	4.3
45	-0.461466	502.791916	0.018046	4.5
46	-0.293227	500.736903	0.002644	4.2
47	-0.952275	498.704137	0.035034	4.5
48	-0.125163	496.693228	0.005607	4.4
49	-0.000000	494.703798	0.000000	3.9
50	-0.000000	492.735476	0.000000	4.1
51	-0.000000	490.787900	0.000000	3.9
52	-0.394388	488.860718	0.027186	4.5
53	-0.297765	486.953585	0.007717	4.0
54	-0.830962	485.066164	0.018648	4.6
55	-0.199722	483.198126	0.003364	4.6
56	-0.877647	481.349149	0.009565	4.0
57	-0.311658	479.518920	0.007563	3.9
58	-0.730703	477.707132	0.035719	4.5
59	-0.487759	475.913485	0.006127	4.6
60	-0.933648	474.137684	0.023431	4.2
61	-0.450010	472.379445	0.019672	5.0
62	-0.000000	470.638485	0.000000	5.3
63	-0.281219	468.914531	0.003202	4.6
64	-0.667061	467.207315	0.009890	4.6
65	-0.782471	465.516573	0.027056	5.7
66	-0.000000	463.842050	0.000000	4.1
67	-0.934060	462.183494	0.010923	4.9
68	-0.515038	460.540658	0.015422	5.0
69	-0.656775	458.913303	0.013864	4.1
70	-0.505124	457.301192	0.006379	4.1
71	-0.264165	455.704096	0.007640	4.9
72	-0.000000	454.121787	0.000000	4.3
73	-0.959579	452.554045	0.027809	4.1
74	-0.488091	451.000653	0.025276	4.2
75	-0.709735	449.461399	0.010716	4.8
76	-0.000042	447.936075	0.000003	4.2
77	-0.820448	446.424477	0.016036	4.1
78	-0.023898	444.926406	0.000287	4.7
79	-0.650029	443.441666	0.007547	4.4
80	-0.801555	441.970065	0.012225	4.4
81	-0.598210	440.511415	0.018402	4.6
82	-0.526654	439.065533	0.027898	4.9
83	-0.639984	437.632238	0.008949	4.2
84	-0.461097	436.211351	0.009985	4.5
85	-0.000000	434.802701	0.000000	4.3
86	-0.819687	433.406117	0.011641	4.3
87	-0.086226	432.021430	0.002976	4.2
88	-0.000042	430.648479	0.000038	5.0
89	-0.000000	429.287101	0.000000	5.0
90	-0.845794	427.937140	0.018623	4.2
91	-0.153633	426.598440	0.001075	4.3
92	-0.588324	425.270849	0.013073	4.9
93	-0.099901	423.954220	0.002350	4.3
94	-0.584226	422.648404	0.011644	4.6
95	-0.069350	421.353259	0.002397	4.3
96	-0.064265	420.068643	0.002565	4.5
97	-0.031084	418.794419	0.000719	4.9
98	-0.000000	417.530451	0.000000	4.7
99	-0.493718	416.276604	0.008688	5.1
100	-0.933238	415.032748	0.014869	5.1
101	-0.953340	413.798754	0.011291	4.2
102	-0.000000	412.574495	0.000000	5.0
103	-0.621089	411.359849	0.012651	4.6
104	-0.833577	410.154691	0.037374	4.2
105	-0.613318	408.958904	0.008951	4.2
106	-0.578870	407.772368	0.008243	5.3
107	-0.614824	406.594968	0.007770	4.4
108	-0.951931	405.426590	0.007977	4.8
109	-0.000005	404.267122	0.000000	5.1
110	-0.515550	403.116456	0.007027	4.5
111	-0.968222	401.974481	0.011794	4.2
112	-0.000000	400.841093	0.000000	5.2
113	-0.756148	399.716187	0.023198	4.4
114	-0.064259	398.599660	0.004114	4.2
115	-0.000000	397.491411	0.000000	4.2
116	-0.000000	396.391342	0.000000	4.6
117	-0.222346	395.299353	0.002970	4.4
118	-0.752310	394.215350	0.018228	4.2
119	-0.117905	393.139238	0.005457	4.8
120	-0.789848	392.070924	0.019005	4.2
121	-0.742660	391.010316	0.014427	5.2
122	-0.000650	389.957325	0.000058	5.1
123	-0.866841	388.911862	0.022997	4.4
124	-0.479183	387.873839	0.008279	4.6
125	-0.877362	386.843173	0.008493	4.3
126	-0.000000	385.819777	0.000000	4.7
127	-0.751313	384.803569	0.019007	4.3
128	-0.711009	383.794468	0.021022	4.5
129	-0.729520	382.792393	0.011473	5.0
130	-0.961486	381.797264	0.044560	4.3
131	-0.229246	380.809005	0.006871	4.7
132	-0.814981	379.827537	0.010127	5.5
133	-0.005758	378.852786	0.000466	4.3
134	-0.821037	377.884678	0.030567	5.2
135	-0.532202	376.923138	0.008682	5.1
136	-0.775758	375.968095	0.010625	5.6
137	-0.555541	375.019479	0.007820	4.7
138	-0.637055	374.077218	0.008621	5.6
139	-0.750490	373.141244	0.014315	5.9
140	-0.095430	372.211489	0.001508	5.1
141	-0.854521	371.287887	0.017184	6.2
142	-0.538040	370.370370	0.014039	7.4
143	-0.327327	369.458876	0.004046	5.7
144	-0.000000	368.553338	0.000000	5.7
145	-0.972609	367.653696	0.010766	5.3
146	-0.739574	366.759885	0.035894	5.8
147	-0.500627	365.871846	0.015474	5.1
148	-0.000565	364.989518	0.000013	6.0
149	-0.497501	364.112841	0.026040	4.9
150	-0.000000	363.241757	0.000000	5.1
151	-0.411857	362.376208	0.008260	6.0
