1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.816273	627.201626	0.008683	933.2
1	-0.885489	623.504937	0.009960	7.9
2	-0.000000	619.865785	0.000000	7.3
3	-0.000000	616.282728	0.000000	7.9
4	-0.023543	612.754375	0.001756	7.6
5	-0.603319	609.279381	0.008217	7.8
6	-0.796113	605.856447	0.007352	7.9
7	-0.066862	602.484317	0.002003	7.6
8	-0.772716	599.161779	0.009546	7.9
9	-0.493037	595.887656	0.008773	8.0
10	-0.372274	592.660813	0.008643	8.2
11	-0.092143	589.480151	0.006568	7.8
12	-0.585926	586.344606	0.009130	8.2
13	-0.000000	583.253145	0.000000	7.8
14	-0.000000	580.204771	0.000000	9.1
15	-0.768834	577.198517	0.004725	8.5
16	-1.061522	574.233444	0.010933	8.0
17	-0.446870	571.308645	0.007069	7.6
18	-0.377276	568.423237	0.004799	7.9
19	-0.003668	565.576365	0.000963	8.4
20	-0.000011	562.767201	0.000003	8.1
21	-0.000000	559.994938	0.000000	9.8
22	-0.547178	557.258797	0.005778	7.9
23	-0.707354	554.558018	0.009703	9.7
24	-0.711644	551.891865	0.010245	7.9
25	-0.529542	549.259621	0.008652	9.4
26	-0.936116	546.660592	0.008132	8.1
27	-0.554319	544.094102	0.008678	8.1
28	-0.673305	541.559494	0.008616	8.5
29	-0.359410	539.056129	0.005677	8.1
30	-0.937316	536.583387	0.011676	7.8
31	-0.276968	534.140663	0.004375	8.5
32	-0.948681	531.727370	0.014549	8.1
33	-0.539290	529.342935	0.007478	8.0
34	-0.660784	526.986802	0.006848	7.9
35	-0.732559	524.658430	0.008968	8.2
36	-0.000000	522.357290	0.000000	7.2
37	-0.749133	520.082868	0.009431	9.0
38	-1.023944	517.834665	0.010998	7.7
39	-0.921844	515.612193	0.007079	8.6
40	-0.179321	513.414976	0.005984	7.7
41	-0.784483	511.242551	0.009476	8.1
42	-0.439516	509.094468	0.006605	7.5
43	-0.000000	506.970285	0.000000	8.5
44	-0.836033	504.869574	0.006401	8.0
45	-0.890208	502.791916	0.006600	8.5
46	-0.191140	500.736903	0.004487	8.7
47	-0.000000	498.704137	0.000000	7.9
48	-0.861962	496.693228	0.011215	9.5
49	-0.973853	494.703798	0.011258	8.3
50	-0.086596	492.735476	0.005053	8.7
51	-0.950126	490.787900	0.011392	8.4
52	-0.965210	488.860718	0.008782	8.1
53	-0.181601	486.953585	0.003723	8.7
54	-0.479473	485.066164	0.006606	9.0
55	-0.000000	483.198126	0.000000	9.1
56	-0.941655	481.349149	0.009893	8.7
57	-0.602624	479.518920	0.009058	9.0
58	-0.266399	477.707132	0.006873	8.4
59	-0.625560	475.913485	0.005692	9.3
60	-0.416408	474.137684	0.006616	8.1
61	-0.000000	472.379445	0.000000	8.8
62	-0.949107	470.638485	0.009762	8.4
63	-0.695593	468.914531	0.008642	9.3
64	-0.003590	467.207315	0.000170	8.3
65	-0.401785	465.516573	0.005405	9.3
66	-0.083526	463.842050	0.002444	8.3
67	-0.560547	462.183494	0.006948	8.4
68	-0.488953	460.540658	0.005530	9.1
69	-0.249650	458.913303	0.007022	8.3
70	-0.658192	457.301192	0.007158	9.8
71	-0.000000	455.704096	0.000000	8.4
72	-0.201985	454.121787	0.003885	9.1
73	-0.877633	452.554045	0.010970	7.6
74	-0.269203	451.000653	0.004964	8.6
75	-0.000000	449.461399	0.000000	9.3
76	-0.503252	447.936075	0.007710	12.6
77	-0.000000	446.424477	0.000000	10.6
78	-0.000000	444.926406	0.000000	9.3
79	-0.000000	443.441666	0.000000	7.9
80	-0.393418	441.970065	0.004417	9.6
81	-0.753115	440.511415	0.007591	8.6
82	-0.641026	439.065533	0.008561	8.9
83	-0.512348	437.632238	0.008333	8.3
84	-0.790140	436.211351	0.007979	8.6
85	-0.703755	434.802701	0.012589	8.4
86	-0.000000	433.406117	0.000000	8.1
87	-0.118176	432.021430	0.002887	7.9
88	-0.000000	430.648479	0.000000	8.7
89	-0.178962	429.287101	0.004603	7.8
90	-0.733004	427.937140	0.007980	8.9
91	-0.416860	426.598440	0.006888	8.6
92	-0.881834	425.270849	0.004381	8.4
93	-0.947171	423.954220	0.008495	7.4
94	-0.222763	422.648404	0.005126	8.2
95	-0.011515	421.353259	0.001049	7.5
96	-0.953540	420.068643	0.006242	8.7
97	-0.607173	418.794419	0.007849	8.9
98	-0.268425	417.530451	0.004738	8.2
99	-0.477132	416.276604	0.006363	9.5
100	-0.360422	415.032748	0.008283	8.4
101	-0.726386	413.798754	0.007990	9.2
102	-0.212334	412.574495	0.003053	8.8
103	-0.897584	411.359849	0.004310	8.6
104	-0.000000	410.154691	0.000000	8.0
105	-0.738377	408.958904	0.008981	8.2
106	-0.771655	407.772368	0.008888	8.3
107	-0.316812	406.594968	0.004854	7.9
108	-0.818856	405.426590	0.005295	7.9
109	-0.385692	404.267122	0.007344	8.7
110	-0.301674	403.116456	0.005381	7.8
111	-0.781540	401.974481	0.010318	8.9
112	-0.980007	400.841093	0.010045	8.5
113	-0.927779	399.716187	0.007382	8.5
114	-0.016422	398.599660	0.001231	7.9
115	-0.467983	397.491411	0.005353	10.2
116	-0.014172	396.391342	0.000699	10.0
117	-0.443429	395.299353	0.006945	8.1
118	-0.391073	394.215350	0.004791	9.4
119	-0.618939	393.139238	0.006986	7.8
120	-0.579995	392.070924	0.006911	9.2
121	-0.226437	391.010316	0.003112	8.3
122	-0.053019	389.957325	0.001650	8.2
