1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.118089	627.201626	0.001887	953.5
1	-0.736462	623.504937	0.020941	5.4
2	-0.000000	619.865785	0.000000	5.0
3	-0.514929	616.282728	0.019542	6.2
4	-0.000000	612.754375	0.000000	4.6
5	-0.015239	609.279381	0.001995	4.9
6	-0.945442	605.856447	0.012006	5.1
7	-0.805179	602.484317	0.018962	5.3
8	-0.276300	599.161779	0.001406	4.7
9	-0.000000	595.887656	0.000000	5.2
10	-0.587496	592.660813	0.010587	5.7
11	-0.003375	589.480151	0.001026	5.3
12	-0.847194	586.344606	0.010531	5.7
13	-0.631485	583.253145	0.013309	5.1
14	-0.597143	580.204771	0.006045	5.0
15	0.000000	577.198517	0.000000	5.9
16	-0.790761	574.233444	0.014885	6.1
17	-0.542325	571.308645	0.019726	5.1
18	-0.000009	568.423237	0.000004	5.4
19	-0.746702	565.576365	0.031201	5.7
20	-0.029790	562.767201	0.002483	5.7
21	-0.005622	559.994938	0.000356	5.5
22	-1.117438	557.258797	0.042775	5.4
23	-1.062500	554.558018	0.006163	5.4
24	-0.771653	551.891865	0.006593	5.6
25	-0.836045	549.259621	0.011560	5.4
26	-0.490093	546.660592	0.007808	5.4
27	-0.821088	544.094102	0.006320	5.4
28	-0.044825	541.559494	0.001389	5.3
29	-0.001377	539.056129	0.000266	5.8
30	-1.197263	536.583387	0.007986	5.0
31	-0.526778	534.140663	0.021015	5.2
32	-0.264051	531.727370	0.003011	5.9
33	-1.072081	529.342935	0.029445	5.1
34	-1.098733	526.986802	0.015517	5.4
35	-1.107062	524.658430	0.016551	7.2
36	-0.483151	522.357290	0.015428	6.6
37	-0.399485	520.082868	0.012480	6.1
38	-0.673874	517.834665	0.013113	5.5
39	-0.000000	515.612193	0.000000	6.0
40	-0.969910	513.414976	0.023794	5.5
41	-0.722069	511.242551	0.008269	5.7
42	-0.918327	509.094468	0.025844	5.4
43	-0.858463	506.970285	0.029684	5.5
44	-0.106272	504.869574	0.005058	5.6
45	-0.928737	502.791916	0.006514	5.5
46	-0.054974	500.736903	0.003059	5.4
47	-0.890994	498.704137	0.013731	5.4
48	-0.529856	496.693228	0.013439	5.7
49	-0.659386	494.703798	0.004400	5.7
50	-0.000000	492.735476	0.000000	5.8
51	-0.640523	490.787900	0.014334	5.5
52	-0.965428	488.860718	0.016590	5.5
53	-1.075254	486.953585	0.026655	5.4
54	-0.565572	485.066164	0.006870	6.5
55	-0.667681	483.198126	0.009108	5.6
56	-0.888649	481.349149	0.013300	5.2
57	-0.650923	479.518920	0.007516	5.4
58	-0.381051	477.707132	0.005378	5.6
59	-0.809604	475.913485	0.008194	5.6
60	-0.000124	474.137684	0.000050	5.7
61	-1.146363	472.379445	0.013828	5.5
62	-0.000000	470.638485	0.000000	5.9
63	-1.004987	468.914531	0.018955	5.8
64	-1.273038	467.207315	0.024569	5.7
65	-0.685933	465.516573	0.011526	5.8
66	-0.000000	463.842050	0.000000	6.1
67	-0.443362	462.183494	0.003947	6.4
68	-1.026234	460.540658	0.027286	5.5
69	-0.000005	458.913303	0.000002	5.3
70	-1.074577	457.301192	0.030106	5.8
71	-0.745106	455.704096	0.012365	5.6
72	-0.964223	454.121787	0.007250	6.0
73	-0.000069	452.554045	0.000032	6.1
74	-0.000000	451.000653	0.000000	5.6
75	-0.913088	449.461399	0.021613	6.0
76	-0.000000	447.936075	0.000000	6.0
77	-0.436803	446.424477	0.006361	6.0
78	-0.000000	444.926406	0.000000	5.9
79	-0.294465	443.441666	0.003033	5.9
80	-0.882197	441.970065	0.007026	6.1
81	-0.206872	440.511415	0.009227	6.1
82	-0.849331	439.065533	0.008106	5.4
83	-0.000000	437.632238	0.000000	5.4
84	-0.728655	436.211351	0.006583	6.1
85	-0.299769	434.802701	0.004778	6.0
86	-0.352187	433.406117	0.005878	5.6
87	-0.446896	432.021430	0.013855	5.8
88	-0.743873	430.648479	0.006689	6.0
89	-0.000000	429.287101	0.000000	6.2
90	-0.687338	427.937140	0.017837	6.1
91	-1.078380	426.598440	0.012907	11.9
92	-0.899240	425.270849	0.008957	9.7
93	-1.194803	423.954220	0.023386	6.1
94	-0.716676	422.648404	0.009571	6.0
95	-0.859704	421.353259	0.010836	5.5
96	-0.658654	420.068643	0.005654	6.0
97	-0.558056	418.794419	0.009598	5.3
98	-0.098326	417.530451	0.001932	5.6
99	-0.000000	416.276604	0.000000	5.6
100	-1.144627	415.032748	0.016091	5.6
101	-0.851223	413.798754	0.007586	5.8
102	-0.624292	412.574495	0.006014	6.9
103	-1.112943	411.359849	0.019108	6.7
104	-0.747594	410.154691	0.011175	6.2
105	-1.043653	408.958904	0.019225	7.0
106	-0.504337	407.772368	0.013985	6.4
107	-0.648437	406.594968	0.039900	6.0
108	-0.328492	405.426590	0.008214	6.5
109	-1.138186	404.267122	0.012176	6.0
110	-0.000000	403.116456	0.000000	7.2
111	-0.000000	401.974481	0.000000	6.6
112	-0.397847	400.841093	0.006646	6.2
113	-0.568086	399.716187	0.009503	5.8
114	-1.091231	398.599660	0.036584	5.8
115	-0.616346	397.491411	0.008628	7.8
116	-0.351357	396.391342	0.007754	6.3
117	-0.000000	395.299353	0.000000	6.4
118	-0.999875	394.215350	0.015306	5.8
119	-1.002819	393.139238	0.019305	5.6
120	-0.497586	392.070924	0.011376	6.1
121	-0.000000	391.010316	0.000000	5.8
122	-0.496102	389.957325	0.011467	6.1
123	-0.000000	388.911862	0.000000	6.1
124	-1.048288	387.873839	0.031069	6.3
125	-0.703866	386.843173	0.008653	5.8
126	-0.504670	385.819777	0.014925	5.9
127	-0.802200	384.803569	0.011627	5.6
128	-0.831015	383.794468	0.003999	6.0
129	-0.953528	382.792393	0.015513	6.8
130	-0.075059	381.797264	0.005717	6.0
131	-1.108239	380.809005	0.009950	5.7
132	0.000000	379.827537	0.000000	5.3
133	-0.956598	378.852786	0.012355	5.3
134	-0.816552	377.884678	0.006947	7.0
135	-0.217962	376.923138	0.003001	5.9
136	-0.532295	375.968095	0.004298	5.7
137	-0.048503	375.019479	0.002919	6.2
138	-0.471305	374.077218	0.006717	5.7
139	-0.763382	373.141244	0.006956	6.1
140	-0.000000	372.211489	0.000000	5.7
141	-0.005074	371.287887	0.001164	5.9
142	-0.199830	370.370370	0.007610	6.0
143	-1.210189	369.458876	0.011828	5.4
144	-0.109901	368.553338	0.002311	6.4
145	-0.454566	367.653696	0.009380	6.1
146	-0.068935	366.759885	0.001517	5.9
147	-0.642085	365.871846	0.006837	5.6
148	-0.975557	364.989518	0.004103	6.0
149	-0.409913	364.112841	0.008086	6.1
150	-0.767866	363.241757	0.016073	6.1
151	-1.076044	362.376208	0.009706	5.8
