1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.090509	627.201626	0.004180	843.7
1	-0.658123	623.504937	0.020927	3.9
2	-0.000000	619.865785	0.000000	4.2
3	-0.574746	616.282728	0.015715	4.0
4	-0.000000	612.754375	0.000000	4.3
5	-0.012233	609.279381	0.000740	4.2
6	-0.917145	605.856447	0.009605	4.1
7	-0.908338	602.484317	0.009992	4.1
8	-0.279433	599.161779	0.002401	4.3
9	-0.000000	595.887656	0.000000	4.2
10	-0.645036	592.660813	0.013406	4.1
11	-0.007154	589.480151	0.000372	4.5
12	-0.838878	586.344606	0.014771	5.4
13	-0.537618	583.253145	0.017867	4.1
14	-0.581499	580.204771	0.005112	4.2
15	0.000000	577.198517	0.000000	5.4
16	-0.662705	574.233444	0.012348	4.2
17	-0.693834	571.308645	0.012381	4.3
18	-0.000001	568.423237	0.000001	4.6
19	-0.676541	565.576365	0.030570	4.5
20	-0.043661	562.767201	0.003126	4.4
21	-0.004316	559.994938	0.000340	4.3
22	-1.003652	557.258797	0.017232	4.5
23	-0.996510	554.558018	0.008053	4.4
24	-0.703514	551.891865	0.007082	4.3
25	-0.889068	549.259621	0.021048	5.0
26	-0.392132	546.660592	0.005294	4.6
27	-0.768548	544.094102	0.012349	4.5
28	-0.047051	541.559494	0.000792	4.9
29	-0.000307	539.056129	0.000097	4.6
30	-0.988632	536.583387	0.013857	4.4
31	-0.395241	534.140663	0.012030	4.5
32	-0.286446	531.727370	0.003321	4.7
33	-1.121076	529.342935	0.022336	4.4
34	-1.154661	526.986802	0.019546	4.6
35	-1.100772	524.658430	0.025942	4.9
36	-0.394233	522.357290	0.016170	4.5
37	-0.640144	520.082868	0.028066	4.6
38	-0.929846	517.834665	0.008698	4.8
39	-0.000000	515.612193	0.000000	4.8
40	-0.952569	513.414976	0.017010	4.7
41	-0.777724	511.242551	0.013387	4.5
42	-1.110794	509.094468	0.035348	4.9
43	-0.829099	506.970285	0.027832	4.9
44	-0.123317	504.869574	0.000759	4.7
45	-0.971491	502.791916	0.006016	4.9
46	-0.082349	500.736903	0.002662	5.4
47	-0.949204	498.704137	0.013259	4.6
48	-0.592494	496.693228	0.009815	4.9
49	-0.682039	494.703798	0.003828	4.9
50	-0.000000	492.735476	0.000000	5.4
51	-0.642252	490.787900	0.009389	5.5
52	-0.717254	488.860718	0.025116	4.9
53	-1.166212	486.953585	0.013279	5.0
54	-0.472527	485.066164	0.007161	5.5
55	-0.620436	483.198126	0.012978	5.3
56	-0.775591	481.349149	0.013302	5.8
57	-0.630318	479.518920	0.012315	5.7
58	-0.337900	477.707132	0.003972	8.0
59	-0.899328	475.913485	0.003078	5.0
60	-0.000527	474.137684	0.000031	5.3
61	-1.157824	472.379445	0.019537	5.4
62	-0.000000	470.638485	0.000000	4.9
63	-0.815624	468.914531	0.019232	6.0
64	-1.222516	467.207315	0.011100	5.8
65	-0.594082	465.516573	0.020847	5.4
66	-0.000000	463.842050	0.000000	5.6
67	-0.537134	462.183494	0.007682	4.9
68	-1.113883	460.540658	0.033561	5.2
69	-0.000003	458.913303	0.000002	5.3
70	-1.124252	457.301192	0.047026	5.4
71	-0.490236	455.704096	0.041733	5.3
72	-0.780132	454.121787	0.007762	5.0
73	-0.000545	452.554045	0.000079	5.4
74	-0.000000	451.000653	0.000000	6.6
75	-0.953125	449.461399	0.014229	5.6
76	-0.000000	447.936075	0.000000	5.1
77	-0.377853	446.424477	0.009015	5.1
78	-0.000000	444.926406	0.000000	4.7
79	-0.305771	443.441666	0.002739	4.8
80	-0.813796	441.970065	0.009568	5.2
81	-0.265738	440.511415	0.005183	4.6
82	-0.774907	439.065533	0.009269	4.9
83	-0.000000	437.632238	0.000000	5.1
84	-0.758820	436.211351	0.007915	5.0
85	-0.300211	434.802701	0.005406	4.9
86	-0.393294	433.406117	0.005875	5.3
87	-0.558343	432.021430	0.008294	5.2
88	-0.743097	430.648479	0.006565	4.8
89	-0.000000	429.287101	0.000000	5.0
90	-0.672639	427.937140	0.014480	4.9
91	-1.057199	426.598440	0.009635	4.9
92	-0.741793	425.270849	0.007423	4.8
93	-1.150588	423.954220	0.023622	5.2
94	-0.538488	422.648404	0.006697	5.3
95	-0.832761	421.353259	0.011704	4.9
96	-0.587137	420.068643	0.006431	4.7
97	-0.476724	418.794419	0.006904	4.9
98	-0.095897	417.530451	0.001390	4.7
99	-0.000000	416.276604	0.000000	5.0
100	-0.966058	415.032748	0.025772	5.1
101	-0.924617	413.798754	0.004886	4.9
102	-0.596654	412.574495	0.015346	5.3
103	-0.894222	411.359849	0.014386	5.2
104	-0.610096	410.154691	0.009396	5.0
