1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.706905	627.201626	0.015482	712.2
1	-1.157440	623.504937	0.015472	5.6
2	-1.050863	619.865785	0.021966	5.4
3	-0.698295	616.282728	0.033084	5.0
4	-0.000000	612.754375	0.000000	5.1
5	-0.378054	609.279381	0.008105	4.8
6	-0.702419	605.856447	0.009050	4.9
7	-0.000000	602.484317	0.000000	5.1
8	-0.000000	599.161779	0.000000	5.1
9	-0.650407	595.887656	0.021016	5.4
10	-0.000000	592.660813	0.000000	5.3
11	-0.515614	589.480151	0.007215	5.3
12	-0.541732	586.344606	0.010288	5.1
13	-0.248883	583.253145	0.004857	5.9
14	-0.000000	580.204771	0.000000	5.7
15	-0.778601	577.198517	0.023853	5.2
16	-0.930731	574.233444	0.029697	5.9
17	-0.944509	571.308645	0.026954	5.1
18	-0.869590	568.423237	0.021572	5.1
19	-0.439487	565.576365	0.009606	5.9
20	-0.000000	562.767201	0.000000	5.1
21	-0.831311	559.994938	0.014977	5.7
22	-0.475976	557.258797	0.009488	5.3
23	-0.040064	554.558018	0.000587	5.1
24	-1.014068	551.891865	0.016175	5.1
25	-0.842327	549.259621	0.015729	5.7
26	-0.743105	546.660592	0.022599	5.2
27	-0.679703	544.094102	0.007973	5.6
28	-0.505636	541.559494	0.006183	6.1
29	-0.389514	539.056129	0.007740	5.1
30	-0.000000	536.583387	0.000000	6.1
31	-0.622376	534.140663	0.011685	5.6
32	-0.000000	531.727370	0.000000	5.6
33	-0.087229	529.342935	0.003334	5.8
34	-0.986428	526.986802	0.007919	5.2
35	-0.238502	524.658430	0.006971	5.3
36	-0.228979	522.357290	0.007183	5.0
37	-0.000000	520.082868	0.000000	5.1
38	-0.002119	517.834665	0.001055	5.5
39	-0.604076	515.612193	0.015401	5.7
40	-0.606795	513.414976	0.011968	5.2
41	-0.276483	511.242551	0.008926	5.4
42	-1.036046	509.094468	0.010570	5.9
43	-0.861242	506.970285	0.015291	5.4
44	0.000000	504.869574	0.000000	5.5
45	-0.593315	502.791916	0.014899	4.9
46	-0.431479	500.736903	0.003538	4.6
47	-1.130319	498.704137	0.014641	5.4
48	-0.134980	496.693228	0.007976	5.9
49	-0.000000	494.703798	0.000000	5.6
50	-0.000000	492.735476	0.000000	5.3
51	-0.000000	490.787900	0.000000	5.7
52	-0.726371	488.860718	0.018068	5.3
53	-0.282219	486.953585	0.007395	5.2
54	-0.834767	485.066164	0.011457	6.6
55	-0.196475	483.198126	0.009596	7.0
56	-0.909930	481.349149	0.011882	7.2
57	-0.300814	479.518920	0.008948	5.3
58	-0.717278	477.707132	0.024555	5.2
59	-0.467790	475.913485	0.008397	6.4
60	-0.906627	474.137684	0.015631	5.3
61	-0.569535	472.379445	0.014343	6.0
62	-0.000000	470.638485	0.000000	5.1
63	-0.246237	468.914531	0.011571	5.4
64	-0.502714	467.207315	0.010470	6.4
65	-0.940253	465.516573	0.035382	5.5
66	-0.000000	463.842050	0.000000	5.4
67	-0.972361	462.183494	0.010709	5.8
68	-0.646727	460.540658	0.005674	5.6
69	-0.655643	458.913303	0.010677	5.6
70	-0.479185	457.301192	0.007531	6.0
71	-0.253586	455.704096	0.007053	5.2
72	-0.000000	454.121787	0.000000	5.6
73	-1.010254	452.554045	0.018829	5.6
74	-0.621409	451.000653	0.016369	5.7
75	-0.745735	449.461399	0.008213	5.4
76	-0.000000	447.936075	0.000000	5.8
77	-0.777288	446.424477	0.012462	6.2
