1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.715744	627.201626	0.023993	725.3
1	-1.004196	623.504937	0.025731	5.8
2	-0.852434	619.865785	0.026558	4.7
3	-0.389883	616.282728	0.028666	4.7
4	0.000000	612.754375	0.000000	5.0
5	-0.349446	609.279381	0.006516	4.7
6	-0.623691	605.856447	0.027091	5.6
7	0.000000	602.484317	0.000000	5.0
8	-0.000000	599.161779	0.000000	4.8
9	-0.555316	595.887656	0.027205	5.0
10	-0.000000	592.660813	0.000000	5.3
11	-0.391199	589.480151	0.013777	5.3
12	-0.853424	586.344606	0.011181	5.0
13	-0.234751	583.253145	0.004032	5.2
14	0.000000	580.204771	0.000000	5.2
15	-0.604752	577.198517	0.012602	5.2
16	-0.813618	574.233444	0.024461	5.5
17	-0.824227	571.308645	0.025441	4.9
18	-0.774479	568.423237	0.026004	4.8
19	-0.409182	565.576365	0.014577	5.4
20	0.000000	562.767201	0.000000	5.4
21	-0.870894	559.994938	0.016440	5.1
22	-0.518377	557.258797	0.009384	5.3
23	-0.035449	554.558018	0.002095	4.6
24	-1.058607	551.891865	0.028014	4.6
25	-0.964362	549.259621	0.026144	5.5
26	-0.767732	546.660592	0.047094	4.9
27	-0.553468	544.094102	0.017097	5.0
28	-0.544902	541.559494	0.007820	5.6
29	-0.403380	539.056129	0.008218	4.9
30	0.000000	536.583387	0.000000	4.6
31	-0.634578	534.140663	0.010594	5.6
32	0.000000	531.727370	0.000000	5.1
33	-0.107411	529.342935	0.002615	5.0
34	-1.002479	526.986802	0.012417	5.9
35	-0.277771	524.658430	0.004553	4.9
36	-0.221861	522.357290	0.002726	4.8
37	0.000000	520.082868	0.000000	5.6
38	-0.010186	517.834665	0.000573	5.2
39	-0.918957	515.612193	0.016339	5.3
40	-0.756657	513.414976	0.016015	5.6
41	-0.304924	511.242551	0.008588	5.2
42	-0.983469	509.094468	0.025576	5.7
43	-0.751053	506.970285	0.017588	5.5
44	0.000000	504.869574	0.000000	4.9
45	-0.448659	502.791916	0.016494	5.7
46	-0.295673	500.736903	0.002986	5.6
47	-0.834091	498.704137	0.043567	5.5
48	-0.141390	496.693228	0.005242	5.0
49	0.000000	494.703798	0.000000	5.3
50	-0.000000	492.735476	0.000000	5.2
51	0.000000	490.787900	0.000000	5.0
52	-0.416378	488.860718	0.015331	5.6
53	-0.307572	486.953585	0.006401	5.4
54	-0.854143	485.066164	0.021056	4.8
55	-0.205824	483.198126	0.003120	5.5
56	-0.923829	481.349149	0.010246	5.0
57	-0.271360	479.518920	0.009317	4.9
58	-0.669162	477.707132	0.024388	5.1
59	-0.493833	475.913485	0.008659	5.6
60	-1.000888	474.137684	0.022428	5.0
61	-0.433530	472.379445	0.015955	6.6
62	0.000000	470.638485	0.000000	5.3
63	-0.277053	468.914531	0.004932	5.0
64	-0.572586	467.207315	0.011041	7.0
65	-0.943714	465.516573	0.025176	5.0
66	0.000000	463.842050	0.000000	5.2
67	-0.918516	462.183494	0.007694	5.5
68	-0.561309	460.540658	0.015499	5.3
69	-0.599840	458.913303	0.012965	5.7
70	-0.501255	457.301192	0.006728	5.4
71	-0.288946	455.704096	0.005422	4.9
72	-0.000000	454.121787	0.000000	5.8
73	-0.997116	452.554045	0.025518	5.3
74	-0.469708	451.000653	0.024068	5.1
75	-0.773155	449.461399	0.016052	6.0
76	-0.000036	447.936075	0.000001	5.7
77	-0.852321	446.424477	0.013262	5.3
78	-0.018930	444.926406	0.000307	5.9
79	-0.655028	443.441666	0.007950	5.0
80	-0.738490	441.970065	0.008992	6.5
81	-0.559018	440.511415	0.015734	5.5
82	-0.644525	439.065533	0.031257	5.2
83	-0.618750	437.632238	0.010893	5.5
84	-0.465174	436.211351	0.007008	5.6
85	-0.000000	434.802701	0.000000	5.8
86	-0.795432	433.406117	0.013692	6.5
87	-0.088609	432.021430	0.001908	5.7
88	-0.000368	430.648479	0.000271	5.6
89	0.000000	429.287101	0.000000	6.3
90	-0.839896	427.937140	0.009350	6.0
91	-0.161630	426.598440	0.001896	6.2
92	-0.505506	425.270849	0.021750	7.3
93	-0.093077	423.954220	0.003958	7.4
94	-0.594217	422.648404	0.007737	6.9
95	-0.078324	421.353259	0.001594	6.8
96	-0.066707	420.068643	0.003290	9.4
97	-0.029132	418.794419	0.001114	6.8
98	-0.000000	417.530451	0.000000	6.9
99	-0.604745	416.276604	0.010126	6.0
100	-0.884468	415.032748	0.017931	6.5
101	-0.954966	413.798754	0.022191	6.4
102	0.000000	412.574495	0.000000	6.2
103	-0.594894	411.359849	0.020331	7.6
104	-0.966955	410.154691	0.025166	6.2
105	-0.542852	408.958904	0.005811	6.4
106	-0.556115	407.772368	0.011096	6.4
107	-0.645080	406.594968	0.007674	7.0
108	-0.904783	405.426590	0.008471	6.1
109	-0.000009	404.267122	0.000000	6.1
110	-0.553476	403.116456	0.003480	6.8
111	-1.085344	401.974481	0.011780	6.2
112	-0.000000	400.841093	0.000000	6.6
113	-0.823823	399.716187	0.027080	6.1
114	-0.069838	398.599660	0.003614	8.0
115	0.000000	397.491411	0.000000	7.0
116	0.000000	396.391342	0.000000	6.7
117	-0.222856	395.299353	0.005880	6.0
118	-0.743665	394.215350	0.011907	5.6
119	-0.125487	393.139238	0.004093	5.9
120	-0.789549	392.070924	0.011152	5.8
121	-0.761643	391.010316	0.014093	6.0
122	-0.000799	389.957325	0.000011	6.0
123	-0.871126	388.911862	0.037798	6.3
124	-0.527657	387.873839	0.008973	5.8
125	-0.892205	386.843173	0.006369	7.8
126	-0.000000	385.819777	0.000000	5.8
127	-0.739619	384.803569	0.025066	7.1
128	-0.668168	383.794468	0.019860	8.4
129	-0.775971	382.792393	0.005353	7.1
130	-0.998298	381.797264	0.024801	6.3
131	-0.224765	380.809005	0.008169	7.2
132	-0.856698	379.827537	0.014274	5.7
133	-0.007837	378.852786	0.000051	6.0
134	-1.089065	377.884678	0.022629	5.8
135	-0.622943	376.923138	0.010276	5.7
136	-0.722299	375.968095	0.007293	6.8
137	-0.475117	375.019479	0.007244	5.9
138	-0.731931	374.077218	0.016428	6.1
139	-0.667147	373.141244	0.006858	7.1
140	-0.096963	372.211489	0.001886	6.3
141	-0.923396	371.287887	0.017106	6.4
142	-0.592186	370.370370	0.015968	5.7
143	-0.328565	369.458876	0.004172	6.8
144	0.000000	368.553338	0.000000	6.1
145	-0.970534	367.653696	0.021177	6.1
146	-0.850520	366.759885	0.016366	6.4
147	-0.489085	365.871846	0.010607	5.8
148	-0.000637	364.989518	0.000019	6.9
149	-0.647029	364.112841	0.021613	6.3
150	0.000000	363.241757	0.000000	5.8
151	-0.323198	362.376208	0.005193	5.8
152	-0.025824	361.516137	0.001227	5.5
153	-0.539522	360.661488	0.007844	6.0
154	-0.632857	359.812206	0.010606	6.4
155	-0.084697	358.968236	0.006223	6.4
156	-0.510363	358.129524	0.012166	6.4
157	-0.477965	357.296018	0.009798	6.9
158	0.000000	356.467665	0.000000	6.1
159	-0.716680	355.644414	0.006095	5.7
160	-0.905539	354.826213	0.021703	5.7
161	-0.871367	354.013012	0.012254	5.4
162	0.000000	353.204763	0.000000	5.9
163	-0.702968	352.401415	0.005772	5.4
164	0.000000	351.602922	0.000000	5.8
165	-0.000000	350.809235	0.000000	5.7
166	-0.388887	350.020308	0.011465	4.9
167	-0.911684	349.236095	0.008597	5.6
168	-0.709061	348.456550	0.015275	5.4
169	0.000000	347.681627	0.000000	5.2
170	-0.737377	346.911283	0.009590	6.9
171	-0.695166	346.145474	0.011532	5.2
172	-0.332414	345.384157	0.004287	5.1
173	-1.041733	344.627288	0.041278	5.9
174	-0.886996	343.874826	0.013707	5.5
175	-0.003663	343.126729	0.000298	6.5
176	-0.971988	342.382957	0.018949	6.0
177	0.000000	341.643469	0.000000	6.0
178	-0.171220	340.908224	0.002639	6.8
179	-0.582513	340.177184	0.009047	5.4
180	-0.645260	339.450309	0.019567	5.4
181	0.000000	338.727561	0.000000	5.4
182	-0.090492	338.008902	0.003115	5.2
183	-0.798547	337.294295	0.007259	5.6
184	-0.470762	336.583703	0.016970	5.6
185	-0.924041	335.877089	0.016741	5.6
186	-0.329397	335.174416	0.005466	5.2
187	-0.994587	334.475651	0.041880	5.5
188	-0.749409	333.780756	0.007231	5.4
189	-0.000215	333.089698	0.000027	5.6
190	0.000000	332.402443	0.000000	5.6
191	-0.772121	331.718955	0.010320	5.5
